company_name,ticker,year,marketcap,change_pct
NVIDIANVDA,,2026,$5.094 T,9.81%
NVIDIANVDA,,2025,$4.638 T,41.05%
NVIDIANVDA,,2024,$3.288 T,168.87%
NVIDIANVDA,,2023,$1.223 T,235.88%
NVIDIANVDA,,2022,$364.18 B,-50.47%
NVIDIANVDA,,2021,$735.27 B,127.47%
NVIDIANVDA,,2020,$323.24 B,124.47%
NVIDIANVDA,,2019,$144.00 B,76.83%
NVIDIANVDA,,2018,$81.43 B,-30.55%
NVIDIANVDA,,2017,$117.26 B,103.82%
NVIDIANVDA,,2016,$57.53 B,224.45%
NVIDIANVDA,,2015,$17.73 B,62.71%
NVIDIANVDA,,2014,$10.89 B,19.65%
NVIDIANVDA,,2013,$9.10 B,18.89%
NVIDIANVDA,,2012,$7.66 B,-9.49%
NVIDIANVDA,,2011,$8.46 B,-5.41%
NVIDIANVDA,,2010,$8.94 B,-13.68%
NVIDIANVDA,,2009,$10.36 B,139.16%
NVIDIANVDA,,2008,$4.33 B,-77.07%
NVIDIANVDA,,2007,$18.90 B,43.64%
NVIDIANVDA,,2006,$13.15 B,110.26%
NVIDIANVDA,,2005,$6.25 B,59.81%
NVIDIANVDA,,2004,$3.91 B,56.09%
NVIDIANVDA,,2003,$2.50 B,107.47%
NVIDIANVDA,,2002,$1.20 B,-81.25%
NVIDIANVDA,,2001,$6.44 B,189.88%
NVIDIANVDA,,2000,$2.22 B,131.55%
NVIDIANVDA,,1999,$0.96 B,
AppleAAPL,,2026,$4.861 T,21.61%
AppleAAPL,,2025,$3.997 T,6.12%
AppleAAPL,,2024,$3.766 T,25.79%
AppleAAPL,,2023,$2.994 T,44.87%
AppleAAPL,,2022,$2.066 T,-28.77%
AppleAAPL,,2021,$2.901 T,28.62%
AppleAAPL,,2020,$2.255 T,75.2%
AppleAAPL,,2019,$1.287 T,72.59%
AppleAAPL,,2018,$746.07 B,-13.34%
AppleAAPL,,2017,$860.88 B,41.37%
AppleAAPL,,2016,$608.96 B,4.34%
AppleAAPL,,2015,$583.61 B,-9.25%
AppleAAPL,,2014,$643.12 B,28.43%
AppleAAPL,,2013,$500.74 B,0.21%
AppleAAPL,,2012,$499.69 B,32.36%
AppleAAPL,,2011,$377.51 B,27.07%
AppleAAPL,,2010,$297.09 B,55.56%
AppleAAPL,,2009,$190.98 B,151.3%
AppleAAPL,,2008,$75.99 B,-56.33%
AppleAAPL,,2007,$174.03 B,138.47%
AppleAAPL,,2006,$72.98 B,20.05%
AppleAAPL,,2005,$60.79 B,133.34%
AppleAAPL,,2004,$26.05 B,230.6%
AppleAAPL,,2003,$7.88 B,52.65%
AppleAAPL,,2002,$5.16 B,-33.12%
AppleAAPL,,2001,$7.71 B,50.27%
AppleAAPL,,2000,$5.13 B,-69.01%
AppleAAPL,,1999,$16.57 B,199.15%
AppleAAPL,,1998,$5.54 B,229.71%
AppleAAPL,,1997,$1.68 B,-35.38%
AppleAAPL,,1996,$2.60 B,
Alphabet,(Google)GOOG,2026,$4.228 T,11.2%
Alphabet,(Google)GOOG,2025,$3.802 T,60.74%
Alphabet,(Google)GOOG,2024,$2.365 T,34.64%
Alphabet,(Google)GOOG,2023,$1.756 T,53.43%
Alphabet,(Google)GOOG,2022,$1.145 T,-40.27%
Alphabet,(Google)GOOG,2021,$1.917 T,61.74%
Alphabet,(Google)GOOG,2020,$1.185 T,28.68%
Alphabet,(Google)GOOG,2019,$921.13 B,27.31%
Alphabet,(Google)GOOG,2018,$723.55 B,-0.81%
Alphabet,(Google)GOOG,2017,$729.45 B,35.32%
Alphabet,(Google)GOOG,2016,$539.06 B,2.06%
Alphabet,(Google)GOOG,2015,$528.16 B,46.92%
Alphabet,(Google)GOOG,2014,$359.50 B,
MicrosoftMSFT,,2026,$3.752 T,3.52%
MicrosoftMSFT,,2025,$3.625 T,13.26%
MicrosoftMSFT,,2024,$3.200 T,14.53%
MicrosoftMSFT,,2023,$2.794 T,56.33%
MicrosoftMSFT,,2022,$1.787 T,-29.13%
MicrosoftMSFT,,2021,$2.522 T,50%
MicrosoftMSFT,,2020,$1.681 T,40.1%
MicrosoftMSFT,,2019,$1.200 T,53.81%
MicrosoftMSFT,,2018,$780.36 B,18.25%
MicrosoftMSFT,,2017,$659.90 B,36.58%
MicrosoftMSFT,,2016,$483.16 B,9.89%
MicrosoftMSFT,,2015,$439.67 B,15.18%
MicrosoftMSFT,,2014,$381.72 B,22.94%
MicrosoftMSFT,,2013,$310.50 B,38.82%
MicrosoftMSFT,,2012,$223.66 B,2.42%
MicrosoftMSFT,,2011,$218.38 B,-6.89%
MicrosoftMSFT,,2010,$234.52 B,-12.67%
MicrosoftMSFT,,2009,$268.55 B,55.3%
MicrosoftMSFT,,2008,$172.92 B,-47.93%
MicrosoftMSFT,,2007,$332.11 B,13.76%
MicrosoftMSFT,,2006,$291.94 B,7.51%
MicrosoftMSFT,,2005,$271.54 B,-6.6%
MicrosoftMSFT,,2004,$290.71 B,-1.55%
MicrosoftMSFT,,2003,$295.29 B,6.75%
MicrosoftMSFT,,2002,$276.63 B,-22.74%
MicrosoftMSFT,,2001,$358.05 B,55.13%
MicrosoftMSFT,,2000,$230.80 B,-61.81%
MicrosoftMSFT,,1999,$604.41 B,73.63%
MicrosoftMSFT,,1998,$348.10 B,121.2%
MicrosoftMSFT,,1997,$157.36 B,58.29%
MicrosoftMSFT,,1996,$99.41 B,
AmazonAMZN,,2026,$2.734 T,10.02%
AmazonAMZN,,2025,$2.485 T,5.65%
AmazonAMZN,,2024,$2.352 T,49.84%
AmazonAMZN,,2023,$1.570 T,83.23%
AmazonAMZN,,2022,$856.94 B,-49.32%
AmazonAMZN,,2021,$1.691 T,3.48%
AmazonAMZN,,2020,$1.634 T,77.58%
AmazonAMZN,,2019,$920.22 B,24.78%
AmazonAMZN,,2018,$737.46 B,30.86%
AmazonAMZN,,2017,$563.53 B,58.16%
AmazonAMZN,,2016,$356.31 B,11.93%
AmazonAMZN,,2015,$318.34 B,120.59%
AmazonAMZN,,2014,$144.31 B,-21.16%
AmazonAMZN,,2013,$183.04 B,60.71%
AmazonAMZN,,2012,$113.89 B,44.69%
AmazonAMZN,,2011,$78.71 B,-3.03%
AmazonAMZN,,2010,$81.18 B,35.92%
AmazonAMZN,,2009,$59.72 B,171.6%
AmazonAMZN,,2008,$21.99 B,-42.94%
AmazonAMZN,,2007,$38.53 B,135.9%
AmazonAMZN,,2006,$16.33 B,-16.71%
AmazonAMZN,,2005,$19.61 B,8.09%
AmazonAMZN,,2004,$18.14 B,-14.5%
AmazonAMZN,,2003,$21.22 B,189.65%
AmazonAMZN,,2002,$7.32 B,81.45%
AmazonAMZN,,2001,$4.03 B,-27.34%
AmazonAMZN,,2000,$5.55 B,-78.85%
AmazonAMZN,,1999,$26.27 B,54.06%
AmazonAMZN,,1998,$17.05 B,1081.34%
AmazonAMZN,,1997,$1.44 B,
TSMCTSM,,2026,$2.167 T,38.03%
TSMCTSM,,2025,$1.570 T,50.19%
TSMCTSM,,2024,$1.045 T,93.88%
TSMCTSM,,2023,$539.38 B,39.62%
TSMCTSM,,2022,$386.31 B,-32.92%
TSMCTSM,,2021,$575.93 B,17.99%
TSMCTSM,,2020,$488.12 B,70.33%
TSMCTSM,,2019,$286.57 B,49.89%
TSMCTSM,,2018,$191.19 B,-4.12%
TSMCTSM,,2017,$199.41 B,36.86%
TSMCTSM,,2016,$145.70 B,32.89%
TSMCTSM,,2015,$109.64 B,-4.91%
TSMCTSM,,2014,$115.31 B,26.17%
TSMCTSM,,2013,$91.39 B,5.25%
TSMCTSM,,2012,$86.83 B,32.95%
TSMCTSM,,2011,$65.31 B,2.76%
TSMCTSM,,2010,$63.55 B,21.72%
TSMCTSM,,2009,$52.21 B,28.96%
TSMCTSM,,2008,$40.48 B,-20.69%
TSMCTSM,,2007,$51.04 B,-9.59%
TSMCTSM,,2006,$56.46 B,15.2%
TSMCTSM,,2005,$49.01 B,24.14%
TSMCTSM,,2004,$39.48 B,-4.88%
TSMCTSM,,2003,$41.51 B,58.06%
TSMCTSM,,2002,$26.26 B,-54.57%
TSMCTSM,,2001,$57.80 B,43.35%
TSMCTSM,,2000,$40.32 B,-41.59%
TSMCTSM,,1999,$69.03 B,302.01%
TSMCTSM,,1998,$17.17 B,15.66%
TSMCTSM,,1997,$14.84 B,
SpaceXSPCX,,2026,$1.952 T,
Meta Platforms,(Facebook)META,2026,$1.695 T,1.42%
Meta Platforms,(Facebook)META,2025,$1.671 T,10.41%
Meta Platforms,(Facebook)META,2024,$1.514 T,66.47%
Meta Platforms,(Facebook)META,2023,$909.62 B,184.36%
Meta Platforms,(Facebook)META,2022,$319.88 B,-65.3%
Meta Platforms,(Facebook)META,2021,$921.93 B,18.47%
Meta Platforms,(Facebook)META,2020,$778.23 B,32.95%
Meta Platforms,(Facebook)META,2019,$585.37 B,56.46%
Meta Platforms,(Facebook)META,2018,$374.13 B,-27.04%
Meta Platforms,(Facebook)META,2017,$512.75 B,54.63%
Meta Platforms,(Facebook)META,2016,$331.59 B,11.8%
Meta Platforms,(Facebook)META,2015,$296.60 B,36.85%
Meta Platforms,(Facebook)META,2014,$216.73 B,55.71%
Meta Platforms,(Facebook)META,2013,$139.19 B,120.44%
Meta Platforms,(Facebook)META,2012,$63.14 B,
Saudi,Aramco2222.SR,2026,$1.652 T,8.19%
Saudi,Aramco2222.SR,2025,$1.527 T,-15.37%
Saudi,Aramco2222.SR,2024,$1.805 T,-15.4%
Saudi,Aramco2222.SR,2023,$2.133 T,13.43%
Saudi,Aramco2222.SR,2022,$1.881 T,-1.43%
Saudi,Aramco2222.SR,2021,$1.908 T,-7.07%
Saudi,Aramco2222.SR,2020,$2.053 T,9.17%
Saudi,Aramco2222.SR,2019,$1.880 T,
BroadcomAVGO,,2026,$1.645 T,-1.44%
BroadcomAVGO,,2025,$1.669 T,47.33%
BroadcomAVGO,,2024,$1.133 T,145.8%
BroadcomAVGO,,2023,$461.01 B,97.31%
BroadcomAVGO,,2022,$233.65 B,-14.95%
BroadcomAVGO,,2021,$274.73 B,54.27%
BroadcomAVGO,,2020,$178.07 B,41.66%
BroadcomAVGO,,2019,$125.71 B,21.39%
BroadcomAVGO,,2018,$103.56 B,-1.53%
BroadcomAVGO,,2017,$105.16 B,49.11%
BroadcomAVGO,,2016,$70.52 B,75.74%
BroadcomAVGO,,2015,$40.13 B,56.26%
BroadcomAVGO,,2014,$25.68 B,95.13%
BroadcomAVGO,,2013,$13.16 B,69.22%
BroadcomAVGO,,2012,$7.77 B,10.27%
BroadcomAVGO,,2011,$7.05 B,2.76%
BroadcomAVGO,,2010,$6.86 B,59.43%
BroadcomAVGO,,2009,$4.30 B,
TeslaTSLA,,2026,$1.417 T,-10.29%
TeslaTSLA,,2025,$1.580 T,14.05%
TeslaTSLA,,2024,$1.385 T,75.42%
TeslaTSLA,,2023,$789.89 B,103.07%
TeslaTSLA,,2022,$388.97 B,-63.35%
TeslaTSLA,,2021,$1.061 T,58.66%
TeslaTSLA,,2020,$668.90 B,783.42%
TeslaTSLA,,2019,$75.71 B,31.82%
TeslaTSLA,,2018,$57.44 B,9.77%
TeslaTSLA,,2017,$52.32 B,52.01%
TeslaTSLA,,2016,$34.42 B,9.13%
TeslaTSLA,,2015,$31.54 B,12.84%
TeslaTSLA,,2014,$27.95 B,50.97%
TeslaTSLA,,2013,$18.51 B,378.65%
TeslaTSLA,,2012,$3.86 B,29.87%
TeslaTSLA,,2011,$2.97 B,17.86%
TeslaTSLA,,2010,$2.52 B,
Samsung005930.KS,,2026,$1.202 T,121.79%
Samsung005930.KS,,2025,$542.11 B,123.11%
Samsung005930.KS,,2024,$242.97 B,-39.49%
Samsung005930.KS,,2023,$401.54 B,37.04%
Samsung005930.KS,,2022,$293.00 B,-33.72%
Samsung005930.KS,,2021,$442.07 B,-11.73%
Samsung005930.KS,,2020,$500.83 B,56.64%
Samsung005930.KS,,2019,$319.73 B,38.79%
Samsung005930.KS,,2018,$230.36 B,-27.84%
Samsung005930.KS,,2017,$319.26 B,56.51%
Samsung005930.KS,,2016,$203.99 B,32.65%
Samsung005930.KS,,2015,$153.77 B,-12.85%
Samsung005930.KS,,2014,$176.45 B,-6.85%
Samsung005930.KS,,2013,$189.44 B,-8.98%
Samsung005930.KS,,2012,$208.13 B,59.29%
Samsung005930.KS,,2011,$130.66 B,19.52%
Samsung005930.KS,,2010,$109.32 B,21.3%
Samsung005930.KS,,2009,$90.12 B,95.41%
Samsung005930.KS,,2008,$46.12 B,-41.33%
Samsung005930.KS,,2007,$78.61 B,
Berkshire,HathawayBRK-B,2026,$1.102 T,2.54%
Berkshire,HathawayBRK-B,2025,$1.074 T,9.26%
Berkshire,HathawayBRK-B,2024,$983.86 B,26.55%
Berkshire,HathawayBRK-B,2023,$777.45 B,14.03%
Berkshire,HathawayBRK-B,2022,$681.77 B,1.89%
Berkshire,HathawayBRK-B,2021,$669.12 B,23.07%
Berkshire,HathawayBRK-B,2020,$543.67 B,-1.5%
Berkshire,HathawayBRK-B,2019,$551.96 B,9.87%
Berkshire,HathawayBRK-B,2018,$502.37 B,2.68%
Berkshire,HathawayBRK-B,2017,$489.24 B,21.81%
Berkshire,HathawayBRK-B,2016,$401.64 B,23.48%
Berkshire,HathawayBRK-B,2015,$325.28 B,-12.24%
Berkshire,HathawayBRK-B,2014,$370.66 B,26.76%
Berkshire,HathawayBRK-B,2013,$292.41 B,32.54%
Berkshire,HathawayBRK-B,2012,$220.61 B,16.6%
Berkshire,HathawayBRK-B,2011,$189.21 B,-4.59%
Berkshire,HathawayBRK-B,2010,$198.31 B,29.09%
Berkshire,HathawayBRK-B,2009,$153.62 B,2.71%
Berkshire,HathawayBRK-B,2008,$149.56 B,-31.82%
Berkshire,HathawayBRK-B,2007,$219.37 B,29.31%
Berkshire,HathawayBRK-B,2006,$169.64 B,24.39%
Berkshire,HathawayBRK-B,2005,$136.38 B,0.8%
Berkshire,HathawayBRK-B,2004,$135.30 B,4.47%
Berkshire,HathawayBRK-B,2003,$129.51 B,16.02%
Berkshire,HathawayBRK-B,2002,$111.63 B,-3.4%
Berkshire,HathawayBRK-B,2001,$115.56 B,6.75%
Berkshire,HathawayBRK-B,2000,$108.25 B,27.23%
Berkshire,HathawayBRK-B,1999,$85.08 B,-6.43%
Berkshire,HathawayBRK-B,1998,$90.93 B,60.16%
Berkshire,HathawayBRK-B,1997,$56.77 B,35.18%
Berkshire,HathawayBRK-B,1996,$42.00 B,
Micron,TechnologyMU,2026,$1.043 T,225.58%
Micron,TechnologyMU,2025,$320.53 B,224.59%
Micron,TechnologyMU,2024,$98.74 B,4.82%
Micron,TechnologyMU,2023,$94.20 B,72.74%
Micron,TechnologyMU,2022,$54.53 B,-47.73%
Micron,TechnologyMU,2021,$104.32 B,24.25%
Micron,TechnologyMU,2020,$83.96 B,40.55%
Micron,TechnologyMU,2019,$59.74 B,67.95%
Micron,TechnologyMU,2018,$35.57 B,-25.19%
Micron,TechnologyMU,2017,$47.54 B,97.32%
Micron,TechnologyMU,2016,$24.09 B,64.42%
Micron,TechnologyMU,2015,$14.65 B,-61.06%
Micron,TechnologyMU,2014,$37.63 B,63.55%
Micron,TechnologyMU,2013,$23.01 B,255.22%
Micron,TechnologyMU,2012,$6.47 B,4.27%
Micron,TechnologyMU,2011,$6.21 B,-22.29%
Micron,TechnologyMU,2010,$7.99 B,-9.37%
Micron,TechnologyMU,2009,$8.82 B,337.45%
Micron,TechnologyMU,2008,$2.01 B,-63.42%
Micron,TechnologyMU,2007,$5.51 B,-48.26%
Micron,TechnologyMU,2006,$10.65 B,29.43%
Micron,TechnologyMU,2005,$8.23 B,8.78%
Micron,TechnologyMU,2004,$7.56 B,-7.77%
Micron,TechnologyMU,2003,$8.20 B,38.89%
Micron,TechnologyMU,2002,$5.90 B,-68.23%
Micron,TechnologyMU,2001,$18.59 B,-11.66%
Micron,TechnologyMU,2000,$21.05 B,6.24%
Micron,TechnologyMU,1999,$19.81 B,58.46%
Micron,TechnologyMU,1998,$12.50 B,127.83%
Micron,TechnologyMU,1997,$5.48 B,-10.35%
Micron,TechnologyMU,1996,$6.12 B,
Eli,LillyLLY,2026,$1.015 T,5.06%
Eli,LillyLLY,2025,$966.15 B,37.18%
Eli,LillyLLY,2024,$704.31 B,27.28%
Eli,LillyLLY,2023,$553.36 B,59.19%
Eli,LillyLLY,2022,$347.61 B,31.56%
Eli,LillyLLY,2021,$264.22 B,63.6%
Eli,LillyLLY,2020,$161.50 B,28.34%
Eli,LillyLLY,2019,$125.84 B,2.83%
Eli,LillyLLY,2018,$122.38 B,31.6%
Eli,LillyLLY,2017,$92.99 B,14.54%
Eli,LillyLLY,2016,$81.19 B,-12.81%
Eli,LillyLLY,2015,$93.12 B,21.54%
Eli,LillyLLY,2014,$76.62 B,34.53%
Eli,LillyLLY,2013,$56.95 B,0.73%
Eli,LillyLLY,2012,$56.54 B,17.52%
Eli,LillyLLY,2011,$48.11 B,19.17%
Eli,LillyLLY,2010,$40.37 B,-1.6%
Eli,LillyLLY,2009,$41.03 B,-10.38%
Eli,LillyLLY,2008,$45.78 B,-24.4%
Eli,LillyLLY,2007,$60.56 B,2.72%
Eli,LillyLLY,2006,$58.95 B,-7.81%
Eli,LillyLLY,2005,$63.95 B,-0.44%
Eli,LillyLLY,2004,$64.23 B,-18.72%
Eli,LillyLLY,2003,$79.03 B,10.88%
Eli,LillyLLY,2002,$71.27 B,-19.21%
Eli,LillyLLY,2001,$88.22 B,-15.85%
Eli,LillyLLY,2000,$104.84 B,44.61%
Eli,LillyLLY,1999,$72.50 B,-25.6%
Eli,LillyLLY,1998,$97.44 B,26.03%
Eli,LillyLLY,1997,$77.32 B,90.29%
Eli,LillyLLY,1996,$40.63 B,
JPMorgan,ChaseJPM,2026,$930.71 B,3.22%
JPMorgan,ChaseJPM,2025,$901.67 B,32.8%
JPMorgan,ChaseJPM,2024,$678.97 B,38.07%
JPMorgan,ChaseJPM,2023,$491.76 B,25.02%
JPMorgan,ChaseJPM,2022,$393.34 B,-15.63%
JPMorgan,ChaseJPM,2021,$466.19 B,20.36%
JPMorgan,ChaseJPM,2020,$387.33 B,-9.9%
JPMorgan,ChaseJPM,2019,$429.91 B,34.44%
JPMorgan,ChaseJPM,2018,$319.78 B,-13.82%
JPMorgan,ChaseJPM,2017,$371.05 B,20.17%
JPMorgan,ChaseJPM,2016,$308.76 B,27.64%
JPMorgan,ChaseJPM,2015,$241.89 B,4.06%
JPMorgan,ChaseJPM,2014,$232.47 B,5.83%
JPMorgan,ChaseJPM,2013,$219.65 B,31.33%
JPMorgan,ChaseJPM,2012,$167.25 B,32.38%
JPMorgan,ChaseJPM,2011,$126.34 B,-23.83%
JPMorgan,ChaseJPM,2010,$165.87 B,0.98%
JPMorgan,ChaseJPM,2009,$164.26 B,39.58%
JPMorgan,ChaseJPM,2008,$117.68 B,-19.94%
JPMorgan,ChaseJPM,2007,$146.98 B,-12.09%
JPMorgan,ChaseJPM,2006,$167.19 B,20.82%
JPMorgan,ChaseJPM,2005,$138.38 B,-0.25%
JPMorgan,ChaseJPM,2004,$138.72 B,84.91%
JPMorgan,ChaseJPM,2003,$75.02 B,56.4%
JPMorgan,ChaseJPM,2002,$47.96 B,-33.46%
JPMorgan,ChaseJPM,2001,$72.08 B,-17.73%
JPMorgan,ChaseJPM,2000,$87.62 B,36.36%
JPMorgan,ChaseJPM,1999,$64.26 B,6.73%
JPMorgan,ChaseJPM,1998,$60.20 B,30.61%
JPMorgan,ChaseJPM,1997,$46.09 B,19.72%
JPMorgan,ChaseJPM,1996,$38.50 B,
SK,Hynix000660.KS,2026,$883.93 B,208.4%
SK,Hynix000660.KS,2025,$286.61 B,250.67%
SK,Hynix000660.KS,2024,$81.73 B,5.59%
SK,Hynix000660.KS,2023,$77.40 B,90.39%
SK,Hynix000660.KS,2022,$40.65 B,-46.29%
SK,Hynix000660.KS,2021,$75.70 B,1.47%
SK,Hynix000660.KS,2020,$74.60 B,34.04%
SK,Hynix000660.KS,2019,$55.66 B,50.15%
SK,Hynix000660.KS,2018,$37.07 B,-26.59%
SK,Hynix000660.KS,2017,$50.49 B,92.87%
SK,Hynix000660.KS,2016,$26.18 B,41.77%
SK,Hynix000660.KS,2015,$18.46 B,-41.81%
SK,Hynix000660.KS,2014,$31.73 B,28.03%
SK,Hynix000660.KS,2013,$24.78 B,43.97%
SK,Hynix000660.KS,2012,$17.21 B,53.05%
SK,Hynix000660.KS,2011,$11.24 B,-10.5%
SK,Hynix000660.KS,2010,$12.56 B,35.98%
SK,Hynix000660.KS,2009,$9.24 B,272.87%
SK,Hynix000660.KS,2008,$2.47 B,-80.54%
SK,Hynix000660.KS,2007,$12.74 B,
WalmartWMT,,2026,$868.06 B,-2.56%
WalmartWMT,,2025,$890.88 B,20.99%
WalmartWMT,,2024,$736.34 B,73.49%
WalmartWMT,,2023,$424.43 B,11%
WalmartWMT,,2022,$382.37 B,-4.73%
WalmartWMT,,2021,$401.35 B,-1.59%
WalmartWMT,,2020,$407.84 B,20.96%
WalmartWMT,,2019,$337.16 B,24.59%
WalmartWMT,,2018,$270.62 B,-7.49%
WalmartWMT,,2017,$292.53 B,37.72%
WalmartWMT,,2016,$212.41 B,8.22%
WalmartWMT,,2015,$196.27 B,-29.09%
WalmartWMT,,2014,$276.80 B,8.71%
WalmartWMT,,2013,$254.62 B,11.56%
WalmartWMT,,2012,$228.24 B,11.52%
WalmartWMT,,2011,$204.65 B,6.54%
WalmartWMT,,2010,$192.09 B,-5.67%
WalmartWMT,,2009,$203.65 B,-7.39%
WalmartWMT,,2008,$219.89 B,15.52%
WalmartWMT,,2007,$190.34 B,-1.11%
WalmartWMT,,2006,$192.47 B,-1.22%
WalmartWMT,,2005,$194.85 B,-12.89%
WalmartWMT,,2004,$223.68 B,-2.79%
WalmartWMT,,2003,$230.10 B,2.99%
WalmartWMT,,2002,$223.43 B,-12.89%
WalmartWMT,,2001,$256.50 B,8.1%
WalmartWMT,,2000,$237.29 B,-22.93%
WalmartWMT,,1999,$307.88 B,70.03%
WalmartWMT,,1998,$181.07 B,104.43%
WalmartWMT,,1997,$88.57 B,69.73%
WalmartWMT,,1996,$52.18 B,
AMDAMD,,2026,$805.47 B,130.13%
AMDAMD,,2025,$350.01 B,72.28%
AMDAMD,,2024,$203.15 B,-14.69%
AMDAMD,,2023,$238.14 B,128.03%
AMDAMD,,2022,$104.43 B,-39.9%
AMDAMD,,2021,$173.77 B,57.37%
AMDAMD,,2020,$110.42 B,105.8%
AMDAMD,,2019,$53.65 B,189.22%
AMDAMD,,2018,$18.55 B,87.05%
AMDAMD,,2017,$9.91 B,-5.64%
AMDAMD,,2016,$10.51 B,362.41%
AMDAMD,,2015,$2.27 B,9.71%
AMDAMD,,2014,$2.07 B,-26.15%
AMDAMD,,2013,$2.80 B,63.96%
AMDAMD,,2012,$1.71 B,-54.53%
AMDAMD,,2011,$3.76 B,-32.64%
AMDAMD,,2010,$5.58 B,-13.98%
AMDAMD,,2009,$6.49 B,394.19%
AMDAMD,,2008,$1.31 B,-71.08%
AMDAMD,,2007,$4.54 B,-59.17%
AMDAMD,,2006,$11.13 B,-16.48%
AMDAMD,,2005,$13.32 B,54.5%
AMDAMD,,2004,$8.62 B,65.29%
AMDAMD,,2003,$5.21 B,134.48%
AMDAMD,,2002,$2.22 B,-58.79%
AMDAMD,,2001,$5.40 B,24.46%
AMDAMD,,2000,$4.33 B,0.87%
AMDAMD,,1999,$4.30 B,1.97%
AMDAMD,,1998,$4.21 B,67.24%
AMDAMD,,1997,$2.52 B,-28.79%
AMDAMD,,1996,$3.54 B,
VisaV,,2026,$700.66 B,2.27%
VisaV,,2025,$685.11 B,11.03%
VisaV,,2024,$617.07 B,15.33%
VisaV,,2023,$535.06 B,21.62%
VisaV,,2022,$439.95 B,-6.28%
VisaV,,2021,$469.42 B,-2.64%
VisaV,,2020,$482.17 B,15.69%
VisaV,,2019,$416.79 B,39.23%
VisaV,,2018,$299.35 B,12.48%
VisaV,,2017,$266.14 B,42.46%
VisaV,,2016,$186.81 B,0.39%
VisaV,,2015,$186.08 B,15.51%
VisaV,,2014,$161.09 B,14.76%
VisaV,,2013,$140.37 B,40.66%
VisaV,,2012,$99.79 B,47.28%
VisaV,,2011,$67.76 B,40.06%
VisaV,,2010,$48.37 B,-20.57%
VisaV,,2009,$60.90 B,37.25%
VisaV,,2008,$44.37 B,
Exxon,MobilXOM,2026,$678.79 B,33.67%
Exxon,MobilXOM,2025,$507.79 B,8.51%
Exxon,MobilXOM,2024,$467.98 B,17.12%
Exxon,MobilXOM,2023,$399.59 B,-12.03%
Exxon,MobilXOM,2022,$454.24 B,75.13%
Exxon,MobilXOM,2021,$259.38 B,48.83%
Exxon,MobilXOM,2020,$174.28 B,-41.01%
Exxon,MobilXOM,2019,$295.44 B,2.26%
Exxon,MobilXOM,2018,$288.92 B,-18.47%
Exxon,MobilXOM,2017,$354.39 B,-5.31%
Exxon,MobilXOM,2016,$374.28 B,15.53%
Exxon,MobilXOM,2015,$323.96 B,-16.59%
Exxon,MobilXOM,2014,$388.38 B,-11.47%
Exxon,MobilXOM,2013,$438.70 B,12.59%
Exxon,MobilXOM,2012,$389.64 B,-4.09%
Exxon,MobilXOM,2011,$406.27 B,11.59%
Exxon,MobilXOM,2010,$364.06 B,12.95%
Exxon,MobilXOM,2009,$322.33 B,-20.62%
Exxon,MobilXOM,2008,$406.06 B,-19.47%
Exxon,MobilXOM,2007,$504.23 B,14.86%
Exxon,MobilXOM,2006,$439.01 B,27.44%
Exxon,MobilXOM,2005,$344.49 B,4.99%
Exxon,MobilXOM,2004,$328.11 B,21.85%
Exxon,MobilXOM,2003,$269.28 B,14.83%
Exxon,MobilXOM,2002,$234.50 B,-12.37%
Exxon,MobilXOM,2001,$267.59 B,-11.17%
Exxon,MobilXOM,2000,$301.24 B,7.54%
Exxon,MobilXOM,1999,$280.12 B,57.77%
Exxon,MobilXOM,1998,$177.54 B,18.1%
Exxon,MobilXOM,1997,$150.33 B,23.52%
Exxon,MobilXOM,1996,$121.71 B,
Johnson &,JohnsonJNJ,2026,$641.80 B,28.3%
Johnson &,JohnsonJNJ,2025,$500.24 B,43.24%
Johnson &,JohnsonJNJ,2024,$349.22 B,-7.45%
Johnson &,JohnsonJNJ,2023,$377.31 B,-18.3%
Johnson &,JohnsonJNJ,2022,$461.84 B,2.55%
Johnson &,JohnsonJNJ,2021,$450.35 B,8.7%
Johnson &,JohnsonJNJ,2020,$414.30 B,7.89%
Johnson &,JohnsonJNJ,2019,$384.00 B,11.77%
Johnson &,JohnsonJNJ,2018,$343.57 B,-8.47%
Johnson &,JohnsonJNJ,2017,$375.36 B,19.76%
Johnson &,JohnsonJNJ,2016,$313.43 B,10.28%
Johnson &,JohnsonJNJ,2015,$284.22 B,-2.34%
Johnson &,JohnsonJNJ,2014,$291.04 B,12.66%
Johnson &,JohnsonJNJ,2013,$258.34 B,32.64%
Johnson &,JohnsonJNJ,2012,$194.77 B,8.76%
Johnson &,JohnsonJNJ,2011,$179.08 B,5.44%
Johnson &,JohnsonJNJ,2010,$169.85 B,-4.42%
Johnson &,JohnsonJNJ,2009,$177.71 B,7.05%
Johnson &,JohnsonJNJ,2008,$166.00 B,-12.37%
Johnson &,JohnsonJNJ,2007,$189.44 B,-0.82%
Johnson &,JohnsonJNJ,2006,$191.01 B,6.85%
Johnson &,JohnsonJNJ,2005,$178.76 B,-5.12%
Johnson &,JohnsonJNJ,2004,$188.42 B,22.89%
Johnson &,JohnsonJNJ,2003,$153.32 B,-3.83%
Johnson &,JohnsonJNJ,2002,$159.42 B,-11.47%
Johnson &,JohnsonJNJ,2001,$180.09 B,23.23%
