company_name,ticker,year,marketcap,change_pct
VerizonVZ,,2011,$113.58 B,12.29%
VerizonVZ,,2010,$101.15 B,2.88%
VerizonVZ,,2009,$98.31 B,-2.27%
VerizonVZ,,2008,$100.60 B,-19.96%
VerizonVZ,,2007,$125.68 B,15.92%
VerizonVZ,,2006,$108.42 B,30.26%
VerizonVZ,,2005,$83.23 B,-25.82%
VerizonVZ,,2004,$112.21 B,15.57%
VerizonVZ,,2003,$97.09 B,-8.75%
VerizonVZ,,2002,$106.39 B,-17.49%
VerizonVZ,,2001,$128.95 B,-4.84%
VerizonVZ,,2000,$135.51 B,41.77%
VerizonVZ,,1999,$95.58 B,12.3%
VerizonVZ,,1998,$85.11 B,20.45%
VerizonVZ,,1997,$70.66 B,149.31%
VerizonVZ,,1996,$28.34 B,
AmgenAMGN,,2026,$206.25 B,15.05%
AmgenAMGN,,2025,$179.27 B,26.98%
AmgenAMGN,,2024,$141.18 B,-8.41%
AmgenAMGN,,2023,$154.14 B,9.99%
AmgenAMGN,,2022,$140.13 B,10.59%
AmgenAMGN,,2021,$126.71 B,-5.33%
AmgenAMGN,,2020,$133.85 B,-6.11%
AmgenAMGN,,2019,$142.56 B,16.32%
AmgenAMGN,,2018,$122.56 B,-2.91%
AmgenAMGN,,2017,$126.23 B,16.06%
AmgenAMGN,,2016,$108.76 B,-11.13%
AmgenAMGN,,2015,$122.39 B,1.05%
AmgenAMGN,,2014,$121.12 B,40.7%
AmgenAMGN,,2013,$86.08 B,32.05%
AmgenAMGN,,2012,$65.19 B,15.83%
AmgenAMGN,,2011,$56.28 B,10%
AmgenAMGN,,2010,$51.16 B,-9.1%
AmgenAMGN,,2009,$56.28 B,-6.91%
AmgenAMGN,,2008,$60.46 B,19.78%
AmgenAMGN,,2007,$50.48 B,-36.62%
AmgenAMGN,,2006,$79.64 B,-17.48%
AmgenAMGN,,2005,$96.52 B,19.42%
AmgenAMGN,,2004,$80.82 B,1.9%
AmgenAMGN,,2003,$79.31 B,27.29%
AmgenAMGN,,2002,$62.31 B,5.57%
AmgenAMGN,,2001,$59.02 B,-11.01%
AmgenAMGN,,2000,$66.32 B,8.49%
AmgenAMGN,,1999,$61.13 B,129.65%
AmgenAMGN,,1998,$26.62 B,90.41%
AmgenAMGN,,1997,$13.98 B,-2.86%
AmgenAMGN,,1996,$14.39 B,
TotalEnergiesTTE,,2026,$201.40 B,43.32%
TotalEnergiesTTE,,2025,$140.52 B,14.53%
TotalEnergiesTTE,,2024,$122.69 B,-24.94%
TotalEnergiesTTE,,2023,$163.46 B,4.35%
TotalEnergiesTTE,,2022,$156.64 B,18.98%
TotalEnergiesTTE,,2021,$131.65 B,14.29%
TotalEnergiesTTE,,2020,$115.19 B,-19.67%
TotalEnergiesTTE,,2019,$143.39 B,2.8%
TotalEnergiesTTE,,2018,$139.49 B,0.68%
TotalEnergiesTTE,,2017,$138.54 B,12.4%
TotalEnergiesTTE,,2016,$123.25 B,11.97%
TotalEnergiesTTE,,2015,$110.08 B,-10.74%
TotalEnergiesTTE,,2014,$123.33 B,-11.58%
TotalEnergiesTTE,,2013,$139.48 B,14.28%
TotalEnergiesTTE,,2012,$122.06 B,5.83%
TotalEnergiesTTE,,2011,$115.33 B,-6.92%
TotalEnergiesTTE,,2010,$123.90 B,-18.18%
TotalEnergiesTTE,,2009,$151.42 B,17.88%
TotalEnergiesTTE,,2008,$128.46 B,-30.7%
TotalEnergiesTTE,,2007,$185.36 B,6.96%
TotalEnergiesTTE,,2006,$173.30 B,18.02%
TotalEnergiesTTE,,2005,$146.84 B,10.29%
TotalEnergiesTTE,,2004,$133.14 B,15.53%
TotalEnergiesTTE,,2003,$115.24 B,24.01%
TotalEnergiesTTE,,2002,$92.92 B,-1.06%
TotalEnergiesTTE,,2001,$93.92 B,-8.21%
TotalEnergiesTTE,,2000,$102.32 B,5.92%
TotalEnergiesTTE,,1999,$96.60 B,296.64%
TotalEnergiesTTE,,1998,$24.35 B,-10.6%
TotalEnergiesTTE,,1997,$27.24 B,39.77%
TotalEnergiesTTE,,1996,$19.49 B,
Toronto Dominion,BankTD,2026,$198.14 B,22.28%
Toronto Dominion,BankTD,2025,$162.04 B,74.07%
Toronto Dominion,BankTD,2024,$93.08 B,-19.7%
Toronto Dominion,BankTD,2023,$115.92 B,-1.68%
Toronto Dominion,BankTD,2022,$117.90 B,-15.05%
Toronto Dominion,BankTD,2021,$138.78 B,35.53%
Toronto Dominion,BankTD,2020,$102.40 B,1.32%
Toronto Dominion,BankTD,2019,$101.06 B,10.82%
Toronto Dominion,BankTD,2018,$91.19 B,-15.54%
Toronto Dominion,BankTD,2017,$107.97 B,18.35%
Toronto Dominion,BankTD,2016,$91.23 B,25.69%
Toronto Dominion,BankTD,2015,$72.58 B,-17.78%
Toronto Dominion,BankTD,2014,$88.28 B,2.12%
Toronto Dominion,BankTD,2013,$86.44 B,11.83%
Toronto Dominion,BankTD,2012,$77.30 B,14.63%
Toronto Dominion,BankTD,2011,$67.43 B,3.26%
Toronto Dominion,BankTD,2010,$65.30 B,20.61%
Toronto Dominion,BankTD,2009,$54.14 B,86.09%
Toronto Dominion,BankTD,2008,$29.09 B,-42.12%
Toronto Dominion,BankTD,2007,$50.27 B,16.85%
Toronto Dominion,BankTD,2006,$43.02 B,14.54%
Toronto Dominion,BankTD,2005,$37.56 B,37.18%
Toronto Dominion,BankTD,2004,$27.38 B,24.85%
Toronto Dominion,BankTD,2003,$21.93 B,56.96%
Toronto Dominion,BankTD,2002,$13.97 B,-13.62%
Toronto Dominion,BankTD,2001,$16.17 B,-10.41%
Toronto Dominion,BankTD,2000,$18.05 B,7.8%
Toronto Dominion,BankTD,1999,$16.74 B,59.92%
Toronto Dominion,BankTD,1998,$10.47 B,-6.41%
Toronto Dominion,BankTD,1997,$11.19 B,44.99%
Toronto Dominion,BankTD,1996,$7.71 B,
Marvell,TechnologyMRVL,2026,$196.65 B,164.2%
Marvell,TechnologyMRVL,2025,$74.43 B,-24.29%
Marvell,TechnologyMRVL,2024,$98.31 B,88.57%
Marvell,TechnologyMRVL,2023,$52.13 B,64.98%
Marvell,TechnologyMRVL,2022,$31.60 B,-57.19%
Marvell,TechnologyMRVL,2021,$73.82 B,131.15%
Marvell,TechnologyMRVL,2020,$31.93 B,79.28%
Marvell,TechnologyMRVL,2019,$17.81 B,67.37%
Marvell,TechnologyMRVL,2018,$10.64 B,0.17%
Marvell,TechnologyMRVL,2017,$10.62 B,50.83%
Marvell,TechnologyMRVL,2016,$7.04 B,54.31%
Marvell,TechnologyMRVL,2015,$4.56 B,-38.4%
Marvell,TechnologyMRVL,2014,$7.41 B,4.77%
Marvell,TechnologyMRVL,2013,$7.07 B,82.1%
Marvell,TechnologyMRVL,2012,$3.88 B,-51.93%
Marvell,TechnologyMRVL,2011,$8.08 B,-33.03%
Marvell,TechnologyMRVL,2010,$12.06 B,-6.93%
Marvell,TechnologyMRVL,2009,$12.96 B,216.94%
Marvell,TechnologyMRVL,2008,$4.09 B,-50.64%
Marvell,TechnologyMRVL,2007,$8.28 B,-26.48%
Marvell,TechnologyMRVL,2006,$11.27 B,-29.95%
Marvell,TechnologyMRVL,2005,$16.09 B,65.64%
Marvell,TechnologyMRVL,2004,$9.71 B,96.87%
Marvell,TechnologyMRVL,2003,$4.93 B,117.79%
Marvell,TechnologyMRVL,2002,$2.26 B,-45.83%
Marvell,TechnologyMRVL,2001,$4.18 B,123.06%
Marvell,TechnologyMRVL,2000,$1.87 B,
T-Mobile,USTMUS,2026,$196.19 B,-13.27%
T-Mobile,USTMUS,2025,$226.20 B,-12.6%
T-Mobile,USTMUS,2024,$258.81 B,39.58%
T-Mobile,USTMUS,2023,$185.41 B,6.45%
T-Mobile,USTMUS,2022,$174.18 B,20.24%
T-Mobile,USTMUS,2021,$144.86 B,-13.45%
T-Mobile,USTMUS,2020,$167.37 B,149.07%
T-Mobile,USTMUS,2019,$67.19 B,24.26%
T-Mobile,USTMUS,2018,$54.07 B,2.35%
T-Mobile,USTMUS,2017,$52.83 B,11.5%
T-Mobile,USTMUS,2016,$47.38 B,48.02%
T-Mobile,USTMUS,2015,$32.01 B,47.18%
T-Mobile,USTMUS,2014,$21.75 B,-19.36%
T-Mobile,USTMUS,2013,$26.97 B,644.54%
T-Mobile,USTMUS,2012,$3.62 B,15.22%
T-Mobile,USTMUS,2011,$3.14 B,-29.89%
T-Mobile,USTMUS,2010,$4.48 B,66.64%
T-Mobile,USTMUS,2009,$2.69 B,-48.25%
T-Mobile,USTMUS,2008,$5.20 B,-23.2%
T-Mobile,USTMUS,2007,$6.77 B,
Allianz,SEALV.DE,2026,$194.61 B,9.64%
Allianz,SEALV.DE,2025,$177.49 B,49.37%
Allianz,SEALV.DE,2024,$118.82 B,13.51%
Allianz,SEALV.DE,2023,$104.69 B,21.08%
Allianz,SEALV.DE,2022,$86.46 B,-9.93%
Allianz,SEALV.DE,2021,$95.99 B,-5.62%
Allianz,SEALV.DE,2020,$101.71 B,-0.2%
Allianz,SEALV.DE,2019,$101.91 B,20.11%
Allianz,SEALV.DE,2018,$84.85 B,-15.46%
Allianz,SEALV.DE,2017,$100.36 B,32.91%
Allianz,SEALV.DE,2016,$75.51 B,-7.15%
Allianz,SEALV.DE,2015,$81.33 B,7.19%
Allianz,SEALV.DE,2014,$75.88 B,-7.1%
Allianz,SEALV.DE,2013,$81.67 B,30.02%
Allianz,SEALV.DE,2012,$62.82 B,45.29%
Allianz,SEALV.DE,2011,$43.23 B,-19.05%
Allianz,SEALV.DE,2010,$53.41 B,-5.19%
Allianz,SEALV.DE,2009,$56.33 B,19.01%
Allianz,SEALV.DE,2008,$47.33 B,-51.18%
Allianz,SEALV.DE,2007,$96.97 B,
AmphenolAPH,,2026,$193.70 B,15.15%
AmphenolAPH,,2025,$168.22 B,97.25%
AmphenolAPH,,2024,$85.28 B,43.79%
AmphenolAPH,,2023,$59.31 B,30.9%
AmphenolAPH,,2022,$45.31 B,-13.37%
AmphenolAPH,,2021,$52.30 B,33.7%
AmphenolAPH,,2020,$39.12 B,21.33%
AmphenolAPH,,2019,$32.24 B,33.32%
AmphenolAPH,,2018,$24.18 B,-9.79%
AmphenolAPH,,2017,$26.80 B,29.33%
AmphenolAPH,,2016,$20.72 B,28.86%
AmphenolAPH,,2015,$16.08 B,-3.53%
AmphenolAPH,,2014,$16.67 B,18.19%
AmphenolAPH,,2013,$14.10 B,36.41%
AmphenolAPH,,2012,$10.34 B,37.48%
AmphenolAPH,,2011,$7.52 B,-18.81%
AmphenolAPH,,2010,$9.26 B,15.84%
AmphenolAPH,,2009,$7.99 B,89.76%
AmphenolAPH,,2008,$4.21 B,-49.17%
AmphenolAPH,,2007,$8.29 B,50.89%
AmphenolAPH,,2006,$5.49 B,36.5%
AmphenolAPH,,2005,$4.02 B,24.68%
AmphenolAPH,,2004,$3.22 B,15.08%
AmphenolAPH,,2003,$2.80 B,73.45%
AmphenolAPH,,2002,$1.61 B,-20.41%
AmphenolAPH,,2001,$2.03 B,24.42%
AmphenolAPH,,2000,$1.63 B,19.04%
AmphenolAPH,,1999,$1.37 B,154.5%
AmphenolAPH,,1998,$0.53 B,-44.77%
AmphenolAPH,,1997,$0.97 B,4.24%
AmphenolAPH,,1996,$0.93 B,
InditexITX.MC,,2026,$193.05 B,-6.18%
InditexITX.MC,,2025,$205.77 B,27.89%
InditexITX.MC,,2024,$160.89 B,18.57%
InditexITX.MC,,2023,$135.69 B,63.56%
InditexITX.MC,,2022,$82.96 B,-27.19%
InditexITX.MC,,2021,$113.95 B,14.22%
InditexITX.MC,,2020,$99.76 B,-9.07%
InditexITX.MC,,2019,$109.72 B,37.82%
InditexITX.MC,,2018,$79.61 B,-26.63%
InditexITX.MC,,2017,$108.51 B,2.18%
InditexITX.MC,,2016,$106.19 B,-1.55%
InditexITX.MC,,2015,$107.87 B,20.05%
InditexITX.MC,,2014,$89.85 B,-36.9%
InditexITX.MC,,2013,$142.40 B,23.79%
InditexITX.MC,,2012,$115.04 B,124.66%
InditexITX.MC,,2011,$51.20 B,-17.12%
InditexITX.MC,,2010,$61.78 B,11.32%
InditexITX.MC,,2009,$55.49 B,46.12%
InditexITX.MC,,2008,$37.98 B,-0.62%
InditexITX.MC,,2007,$38.21 B,13.87%
InditexITX.MC,,2006,$33.56 B,
